Id,Name,Price,Category,Stock_status,Availability
acd86a5426e21ca0,"The Gutsy Girl: Escapades for Your Life of Epic Adventure",£37.13,Nonfiction,"In stock","16 available"
a30b270e25489e5c,"The Electric Pencil: Drawings from Inside State Hospital No. 3",£56.06,Nonfiction,"In stock","16 available"
bd261725b99f5983,"The Death of Humanity: and the Case for Life",£58.11,Philosophy,"In stock","16 available"
43c6a960757cf559,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",£49.05,Health,"In stock","16 available"
80cfab6bcff3a244,"The Art Forger",£40.76,"Add a comment","In stock","16 available"
a3d2a4250807f1e9,"The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind",£19.73,History,"In stock","16 available"
7d6d2a6c0276f81b,"The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution",£32.24,Spirituality,"In stock","16 available"
87b0615b6e1f4d7b,"Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up",£41.83,Nonfiction,"In stock","16 available"
e6af5bf1163c1151,"Soul Reader",£39.58,Default,"In stock","16 available"
6f78a0d744c35456,Security,£39.25,Horror,"In stock","16 available"
c849f0b2f5d6a742,"Saga, Volume 6 (Saga (Collected Editions) #6)",£25.02,Fantasy,"In stock","16 available"
53a3d11bb568cc8b,"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04,"Sequential Art","In stock","16 available"
d7310206583a54b6,"Reskilling America: Learning to Labor in the Twenty-First Century",£19.83,Nonfiction,"In stock","16 available"
c82a3e358c773c73,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40,"Sequential Art","In stock","16 available"
0fa6dceead7ce47a,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61,"Sequential Art","In stock","16 available"
0e691eda369f4e09,"Princess Between Worlds (Wide-Awake Princess #5)",£13.34,Fantasy,"In stock","16 available"
e80f8e518b300dfe,"Pop Gun War, Volume 1: Gift",£18.97,"Sequential Art","In stock","16 available"
7392c0032f92d816,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",£36.28,History,"In stock","16 available"
9429b4d59c537af5,Patience,£10.16,"Sequential Art","In stock","16 available"
889139b8e9c4cb36,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44,"Sequential Art","In stock","16 available"
11809b1d323b3057,"orange: The Complete Collection 1 (orange: The Complete Collection #1)",£48.41,"Sequential Art","In stock","16 available"
9ffa38d3b832433a,"Online Marketing for Busy Authors: A Step-By-Step Guide",£46.35,"Self Help","In stock","16 available"
b757c0c361e689ce,"On a Midnight Clear",£14.07,"Add a comment","In stock","16 available"
3c346ab1e76ae1f6,"Obsidian (Lux #1)",£14.86,"Young Adult","In stock","16 available"
784bc2279baa878d,"My Paris Kitchen: Recipes and Stories",£33.37,"Food and Drink","In stock","16 available"
fa9610a50a1bf149,"Masks and Shadows",£56.40,Fantasy,"In stock","16 available"
72f9d5be3472d34e,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",£14.02,"Food and Drink","In stock","16 available"
460089f796fb3f82,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91,"Sequential Art","In stock","16 available"
b6ee99bcf06fc91f,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61,"Sequential Art","In stock","16 available"
57e5a4d515c8ce44,"Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12)",£19.92,"Sequential Art","In stock","16 available"
7b75cc7f223791f4,"Layered: Baking, Building, and Styling Spectacular Cakes",£40.11,"Food and Drink","In stock","16 available"
228f74b74f3a08ae,"Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners)",£53.90,"Add a comment","In stock","16 available"
18ad3ed896c7ce05,Join,£35.67,"Science Fiction","In stock","16 available"
b136b1b180ca753a,"In the Country We Love: My Family Divided",£22.00,Nonfiction,"In stock","16 available"
e4f74c16de34d440,"Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine",£57.36,Science,"In stock","16 available"
8d4eefad7a2b3915,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17,"Sequential Art","In stock","16 available"
1c89ae5bb804e4de,"I am a Hero Omnibus Volume 1",£54.63,"Sequential Art","In stock","16 available"
a6f99b9e687f9d46,"How to Be Miserable: 40 Strategies You Already Use",£46.03,"Self Help","In stock","16 available"
2a97cffe61c3c4c7,"Her Backup Boyfriend (The Sorensen Family #1)",£33.97,Romance,"In stock","16 available"
f2df3bb043a8abb0,"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11,"Sequential Art","In stock","16 available"
9beb96a2300109d7,"Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton",£29.69,"Historical Fiction","In stock","16 available"
9e28048cea8d41f7,"First and First (Five Boroughs #3)",£15.97,Romance,"In stock","16 available"
7add3f8e49ec0826,"Fifty Shades Darker (Fifty Shades #2)",£21.96,Romance,"In stock","16 available"
311c0dd0e354a33e,"Everydata: The Misinformation Hidden in the Little Data You Consume Every Day",£54.35,Nonfiction,"In stock","16 available"
fce19f9b4a943f22,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",£37.97,Religion,"In stock","16 available"
09b6cc87e62c2c58,"Danganronpa Volume 1",£51.99,"Sequential Art","In stock","16 available"
7267864328ae8b9d,"Crown of Midnight (Throne of Glass #2)",£43.29,Fantasy,"In stock","16 available"
8754c83ab2a7ae71,"Codename Baboushka, Volume 1: The Conclave of Death",£36.72,"Sequential Art","In stock","16 available"
7b599c8bfcdd8d30,"Camp Midnight",£17.08,"Sequential Art","In stock","16 available"
bee3672891cca906,"Call the Nurse: True Stories of a Country Nurse on a Scottish Isle",£29.14,Nonfiction,"In stock","16 available"
5ceb951f629700a2,Burning,£28.81,"Young Adult","In stock","16 available"
74baabfc8fd84b38,Bossypants,£49.46,Default,"In stock","16 available"
bdf415fd484ea8a7,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",£37.92,"Sequential Art","In stock","16 available"
6d5300b2d8f37e07,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",£28.09,Fantasy,"In stock","16 available"
38d45839cb1c83c1,"Algorithms to Live By: The Computer Science of Human Decisions",£30.81,Nonfiction,"In stock","16 available"
70ed59f194b3c556,"A World of Flavor: Your Gluten Free Passport",£42.95,Default,"In stock","16 available"
8a380641491d43ed,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",£56.76,Default,"In stock","16 available"
f733e8c19d40ec2e,"A Murder in Time",£16.64,Mystery,"In stock","16 available"
3a6fb983e2554023,"A Flight of Arrows (The Pathfinders #2)",£55.53,"Historical Fiction","In stock","16 available"
842790dfaa937484,"A Fierce and Subtle Poison",£28.13,"Young Adult","In stock","16 available"
01d2001ac1e6f8a3,"A Court of Thorns and Roses (A Court of Thorns and Roses #1)",£52.37,Fantasy,"In stock","16 available"
e4ac92d89b946781,"(Un)Qualified: How God Uses Broken People to Do Big Things",£54.00,Christian,"In stock","16 available"
796c87ddbbaaf8c5,"You Are What You Love: The Spiritual Power of Habit",£21.87,Religion,"In stock","15 available"
9270575728a13a61,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",£43.30,"Science Fiction","In stock","15 available"
b8736690cf263a3c,"Tuesday Nights in 1980",£21.04,Fiction,"In stock","15 available"
d7d6d50c1e3d0b81,"Tracing Numbers on a Train",£41.60,Default,"In stock","15 available"
590a9cccf7db9f7d,"Throne of Glass (Throne of Glass #1)",£35.07,Fantasy,"In stock","15 available"
de3f25248ba0789f,"Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History",£59.64,History,"In stock","15 available"
bc2a85fd35fdc7bd,"Thirteen Reasons Why",£52.72,Default,"In stock","15 available"
37c0cb19713d8dda,"The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ",£58.08,Childrens,"In stock","15 available"
623e1a180426039b,"The Wedding Dress",£24.12,Romance,"In stock","15 available"
fd3a622648667296,"The Vacationers",£42.15,Fiction,"In stock","15 available"
3bebf34ee9330cbd,"The Third Wave: An Entrepreneurâs Vision of the Future",£12.61,Business,"In stock","15 available"
f5a92cff83897d48,"The Stranger",£17.44,Philosophy,"In stock","15 available"
d6361d16212664ed,"The Shadow Hero (The Shadow Hero)",£33.14,"Sequential Art","In stock","15 available"
961f18db4f138211,"The Secret (The Secret #1)",£27.37,Default,"In stock","15 available"
0651062381f0636a,"The Regional Office Is Under Attack!",£51.36,Fiction,"In stock","15 available"
e98a4efa85070c2f,"The Psychopath Test: A Journey Through the Madness Industry",£36.00,Default,"In stock","15 available"
790ef197c8f236f5,"The Project",£10.65,"Science Fiction","In stock","15 available"
8ec14b1576cb7cb5,"The Power of Now: A Guide to Spiritual Enlightenment",£43.54,Nonfiction,"In stock","15 available"
209adad1015af86f,"The Omnivore's Dilemma: A Natural History of Four Meals",£38.21,Nonfiction,"In stock","15 available"
e4c7f3487d17fd42,"The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us",£37.34,"Food and Drink","In stock","15 available"
c7b5183f4d1d4efe,"The Murder of Roger Ackroyd (Hercule Poirot #4)",£44.10,Mystery,"In stock","15 available"
99ff4cc6491e8f5c,"The Mistake (Off-Campus #2)",£43.29,"New Adult","In stock","15 available"
08db62f24627e71f,"The Matchmaker's Playbook (Wingmen Inc. #1)",£55.85,"New Adult","In stock","15 available"
e28e330cbdf01126,"The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking",£37.60,"Food and Drink","In stock","15 available"
abeafe151a587d3b,"The Long Shadow of Small Ghosts: Murder and Memory in an American City",£10.97,Crime,"In stock","15 available"
eac1a180047ad54e,"The Kite Runner",£41.82,Default,"In stock","15 available"
9287e238d7c3b06e,"The House by the Lake",£36.95,"Historical Fiction","In stock","15 available"
2dbb7ec08cdd7f3c,"The Glittering Court (The Glittering Court #1)",£44.28,Fantasy,"In stock","15 available"
e956d67c9bcc5809,"The Girl on the Train",£55.02,Default,"In stock","15 available"
42d0d7c92b75fc1c,"The Genius of Birds",£17.24,Nonfiction,"In stock","15 available"
d6670dfe3e7b42bd,"The Emerald Mystery",£23.15,Default,"In stock","15 available"
96a38e7c813d8f1d,"The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First",£41.25,"Food and Drink","In stock","15 available"
efc3768127714ec3,"The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.",£32.00,Default,"In stock","15 available"
dd047728de72ad62,"The Artist's Way: A Spiritual Path to Higher Creativity",£38.49,Nonfiction,"In stock","15 available"
e7469e22b5bfb3e7,"The Art of War",£33.34,Default,"In stock","15 available"
c99761a700ade23f,"The Argonauts",£10.93,Autobiography,"In stock","15 available"
56e4f9eab2e8e674,"The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job",£27.55,Business,"In stock","15 available"
203b7f94b7d6115f,"Suddenly in Love (Lake Haven #1)",£55.99,Romance,"In stock","15 available"
ca71e72655bece85,"Something More Than This",£16.24,Romance,"In stock","15 available"
2a70769cdc6eb8b8,"Soft Apocalypse",£26.12,"Science Fiction","In stock","15 available"
1b33663ad7b95fd8,"So You've Been Publicly Shamed",£12.23,Nonfiction,"In stock","15 available"
0e0dcc3339602b28,"Shoe Dog: A Memoir by the Creator of NIKE",£23.99,Business,"In stock","15 available"
0c27e6c3744fc14b,"Shobu Samurai, Project Aryoku (#3)",£29.06,"Add a comment","In stock","15 available"
ad04ad9fc179fc5d,"Secrets and Lace (Fatal Hearts #1)",£20.27,Default,"In stock","15 available"
1c929cfd16b71907,"Scarlett Epstein Hates It Here",£43.55,"Young Adult","In stock","15 available"
e656e280bc8edd56,"Romero and Juliet: A Tragic Tale of Love and Zombies",£36.94,Default,"In stock","15 available"
b53db2271c9624f7,"Redeeming Love",£20.47,"Christian Fiction","In stock","15 available"
d9c643fa1fc57bdb,"Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form",£41.06,Default,"In stock","15 available"
31001a1210623bd4,"Poems That Make Grown Women Cry",£14.19,Poetry,"In stock","15 available"
50b8f80311b31ede,"Nightingale, Sing",£38.28,"Young Adult","In stock","15 available"
cfeb1e1e0e695b58,"Night Sky with Exit Wounds",£41.05,Poetry,"In stock","15 available"
a40723994f715420,"Mrs. Houdini",£30.25,"Historical Fiction","In stock","15 available"
caf4fe9311f1dc59,"Modern Romance",£28.26,"Add a comment","In stock","15 available"
af96613fdd793a3c,"Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1)",£10.76,Default,"In stock","15 available"
d69dd8dac66f9f84,"Louisa: The Extraordinary Life of Mrs. Adams",£16.85,Biography,"In stock","15 available"
4aa03792b50f0b22,"Little Red",£13.47,Childrens,"In stock","15 available"
ba54932df84e8cea,"Library of Souls (Miss Peregrineâs Peculiar Children #3)",£48.56,"Young Adult","In stock","15 available"
c1afd71fc86bf682,"Large Print Heart of the Pride",£19.15,Default,"In stock","15 available"
fd8585283fc7d2d7,"I Had a Nice Time And Other Lies...: How to find love & sh*t like that",£57.36,"Womens Fiction","In stock","15 available"
4ce91d31c1e57c33,"Hollow City (Miss Peregrineâs Peculiar Children #2)",£42.98,Fantasy,"In stock","15 available"
d163dd6c352fbcd2,Grumbles,£22.16,Default,"In stock","15 available"
ce60436f52c5ee68,"Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond",£49.43,Travel,"In stock","15 available"
116a2fdc9a45bab0,"Frostbite (Vampire Academy #2)",£29.99,"Young Adult","In stock","15 available"
8585760646e3aa2a,"Follow You Home",£21.36,Horror,"In stock","15 available"
2f88b08bf0a0e367,"First Steps for New Christians (Print Edition)",£29.00,Default,"In stock","15 available"
edb3097e71330040,"Finders Keepers (Bill Hodges Trilogy #2)",£53.53,Fiction,"In stock","15 available"
65d034adf80834b7,"Fables, Vol. 1: Legends in Exile (Fables #1)",£41.62,"Sequential Art","In stock","15 available"
29c0025455f8c585,"Eureka Trivia 6.0",£54.59,Default,"In stock","15 available"
6ffb36aaeff1c81e,"Drive: The Surprising Truth About What Motivates Us",£34.95,Default,"In stock","15 available"
f6d967cdadc6fbd9,"Done Rubbed Out (Reightman & Bailey #1)",£37.72,Default,"In stock","15 available"
3a11bb962ff45b78,"Doing It Over (Most Likely To #1)",£35.61,Romance,"In stock","15 available"
46c1530d7546ea6d,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",£42.16,"Food and Drink","In stock","15 available"
88c21fcd38e2486e,"Dark Notes",£19.19,Erotica,"In stock","15 available"
3b9a3b4624b7fd6d,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",£19.43,Nonfiction,"In stock","15 available"
a57b1dcbd6849222,"Close to You",£49.46,"Christian Fiction","In stock","15 available"
513271dadc1322ae,"Chasing Heaven: What Dying Taught Me About Living",£37.80,Spirituality,"In stock","15 available"
1f329c2e7d7de8bd,"Big Magic: Creative Living Beyond Fear",£30.80,Nonfiction,"In stock","15 available"
919e7cb2269a25d2,"Becoming Wise: An Inquiry into the Mystery and Art of Living",£27.43,Nonfiction,"In stock","15 available"
3f69e667a67e54d9,"Beauty Restored (Riley Family Legacy Novellas #3)",£11.11,Default,"In stock","15 available"
7edc0527cf782e19,"Batman: The Long Halloween (Batman)",£36.50,"Sequential Art","In stock","15 available"
47271d8e08b5d31c,"Batman: The Dark Knight Returns (Batman)",£15.38,"Sequential Art","In stock","15 available"
05f7c6d9a4e582d3,"Ayumi's Violin",£15.48,Default,"In stock","15 available"
d24b829be2ca81c4,Anonymous,£46.82,Default,"In stock","15 available"
7ebfa6c1bee69e1e,"Amy Meets the Saints and Sages",£18.46,Default,"In stock","15 available"
bb8245f52c7cce8f,"Amid the Chaos",£36.58,Cultural,"In stock","15 available"
ffd54178acc9a6a5,Amatus,£50.54,Default,"In stock","15 available"
d195e7f4ed697350,"Agnostic: A Spirited Manifesto",£12.51,Nonfiction,"In stock","15 available"
dd5bfa6cc2c0ecc3,"Zealot: The Life and Times of Jesus of Nazareth",£24.70,History,"In stock","14 available"
024387ca4cafd5cc,"You (You #1)",£43.61,Thriller,"In stock","14 available"
047097293bb4d1c0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",£37.34,"Sequential Art","In stock","14 available"
3fb15ace50d6142b,"Wild Swans",£14.36,"Young Adult","In stock","14 available"
2b5054a4192e9b06,"Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond",£52.65,Politics,"In stock","14 available"
44a10f1ac8ce822e,"Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity",£38.20,Nonfiction,"In stock","14 available"
6fd646a334e6e133,"What's It Like in Space?: Stories from Astronauts Who've Been There",£19.60,Nonfiction,"In stock","14 available"
92275cedf6d8ee15,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",£53.90,"Sequential Art","In stock","14 available"
6a31307a81e8f3a8,"Walt Disney's Alice in Wonderland",£12.96,Childrens,"In stock","14 available"
4a1debca3135ff37,"V for Vendetta (V for Vendetta Complete)",£37.10,Default,"In stock","14 available"
aba2db9afb1469c7,"Until Friday Night (The Field Party #1)",£46.31,"Young Adult","In stock","14 available"
76c84daa539426e2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",£45.95,Default,"In stock","14 available"
1d6443ffba9dfd80,"Twenty Yawns",£22.08,Childrens,"In stock","14 available"
6e44bcbeac7f4360,"Through the Woods",£25.38,"Sequential Art","In stock","14 available"
f0f38174a7e689a3,"This Is Where It Ends",£27.12,"Young Adult","In stock","14 available"
34c0d7c4ee5650af,"The Year of Magical Thinking",£43.04,Nonfiction,"In stock","14 available"
08b2f71d93836313,"The Wright Brothers",£56.80,Default,"In stock","14 available"
6875c5657661b2fb,"The White Queen (The Cousins' War #1)",£25.91,"Add a comment","In stock","14 available"
c5cb9f885d8b3621,"The Wedding Pact (The O'Malleys #2)",£32.61,Romance,"In stock","14 available"
e9906e2f0d189745,"The Time Keeper",£27.88,Fiction,"In stock","14 available"
081305e6df719dff,"The Testament of Mary",£52.67,Fiction,"In stock","14 available"
1528279aec1f3dce,"The Star-Touched Queen",£46.02,Fantasy,"In stock","14 available"
00c4543ec6bd25b4,"The Songs of the Gods",£44.48,Default,"In stock","14 available"
e88fb1c9397cfb27,"The Song of Achilles",£37.40,"Add a comment","In stock","14 available"
012094e90a4b908d,"The Rosie Project (Don Tillman #1)",£54.04,Default,"In stock","14 available"
6bdd909329435e80,"The Power of Habit: Why We Do What We Do in Life and Business",£16.88,Default,"In stock","14 available"
52cf2a5933ec5d8f,"The Marriage of Opposites",£28.08,"Historical Fiction","In stock","14 available"
4e812d32d64e2431,"The Lucifer Effect: Understanding How Good People Turn Evil",£10.40,Psychology,"In stock","14 available"
f21effc079a2b38a,"The Long Haul (Diary of a Wimpy Kid #9)",£44.07,Humor,"In stock","14 available"
2d88a31f325dfd3b,"The Loney",£23.40,Horror,"In stock","14 available"
4881cc53f6c8892f,"The Literature Book (Big Ideas Simply Explained)",£17.43,Nonfiction,"In stock","14 available"
3bc89353f7e3a3cc,"The Last Mile (Amos Decker #2)",£54.21,Mystery,"In stock","14 available"
f72f61ad6a5f12ed,"The Immortal Life of Henrietta Lacks",£40.67,"Add a comment","In stock","14 available"
992974ba6a0536ea,"The Hidden Oracle (The Trials of Apollo #1)",£52.26,Fantasy,"In stock","14 available"
ddc8340dabc8641b,"The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth",£28.77,"Food and Drink","In stock","14 available"
847935fc68707426,"The Guilty (Will Robie #4)",£13.82,Thriller,"In stock","14 available"
a86972014275e072,"The First Hostage (J.B. Collins #2)",£25.85,Fiction,"In stock","14 available"
3d76bc83c6b644c9,"The Dovekeepers",£48.78,"Add a comment","In stock","14 available"
6edacfd1f8ebb9eb,"The Darkest Lie",£35.35,"Young Adult","In stock","14 available"
dc6f688b82e42a5b,"The Bane Chronicles (The Bane Chronicles #1-11)",£44.73,Fantasy,"In stock","14 available"
923831a05c9f91f7,"The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts",£15.77,Nonfiction,"In stock","14 available"
1b8187fa4bf6ab05,"The 14th Colony (Cotton Malone #11)",£39.24,Thriller,"In stock","14 available"
